<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;60;11/10/24;000000;259.88;260.2;259.86;259.98;275670
SBER;60;11/10/24;110000;259.81;260.07;259.09;259.3;2235600
SBER;60;11/10/24;120000;259.3;259.3;258.7;259.05;2227510
SBER;60;11/10/24;130000;259.04;259.12;257.9;257.99;3421750
SBER;60;11/10/24;140000;257.99;258.16;256.83;257.21;4340350
SBER;60;11/10/24;150000;257.21;257.99;256.94;257.97;3288330
SBER;60;11/10/24;160000;257.98;258.05;257.06;257.49;1933740
SBER;60;11/10/24;170000;257.47;257.5;257.02;257.2;922430
SBER;60;11/10/24;180000;257.17;257.98;256.92;257.59;1576060
SBER;60;11/10/24;190000;257.59;258.13;257.48;258.04;981830
SBER;60;11/10/24;200000;258.04;258.37;257.95;258.31;1014770
SBER;60;11/10/24;210000;258.32;258.38;257.47;257.53;608740
SBER;60;11/10/24;220000;257.61;257.85;257.47;257.5;366770
SBER;60;11/10/24;230000;257.5;257.52;256.93;257.03;1090020
SBER;60;12/10/24;000000;257.05;257.05;256.8;256.94;799470
SBER;60;14/10/24;110000;256.47;256.77;254.8;255.02;5654960
SBER;60;14/10/24;120000;255.02;255.49;254.1;254.61;5007110
SBER;60;14/10/24;130000;254.61;256.12;254.12;255.45;4823890
SBER;60;14/10/24;140000;255.46;259.5;255.39;259.28;10059900
SBER;60;14/10/24;150000;259.32;260.93;258.8;260.58;5686150
SBER;60;14/10/24;160000;260.61;261.42;260;260.38;3509580
SBER;60;14/10/24;170000;260.38;262.3;260.25;262.29;4800370
SBER;60;14/10/24;180000;262.3;263.91;262.29;262.77;6660270
SBER;60;14/10/24;190000;262.76;263.22;259.05;259.5;10797640
SBER;60;14/10/24;200000;260.15;261.65;260.15;261.24;4601670
SBER;60;14/10/24;210000;261.24;261.77;261.13;261.46;586670
SBER;60;14/10/24;220000;261.45;261.45;260.86;261.1;722050
SBER;60;14/10/24;230000;261.1;261.21;260.53;261.13;665590
SBER;60;15/10/24;000000;261.13;261.48;260.8;261.28;492320
SBER;60;15/10/24;110000;260.94;262.26;259.84;261.76;7027700
SBER;60;15/10/24;120000;261.76;263.35;261.16;262.65;3872520
SBER;60;15/10/24;130000;262.65;263.7;262.3;263.24;2249620
SBER;60;15/10/24;140000;263.25;263.4;262.41;262.73;1729490
SBER;60;15/10/24;150000;262.7;263.22;262.51;263.15;1911710
SBER;60;15/10/24;160000;263.16;263.4;262;262.06;2213740
SBER;60;15/10/24;170000;262.05;262.41;261.45;262.17;2130480
SBER;60;15/10/24;180000;262.11;262.73;261.95;261.98;1705220
SBER;60;15/10/24;190000;261.98;262.48;261.3;262.45;1757040
SBER;60;15/10/24;200000;262.37;262.44;261.88;262.2;576970
SBER;60;15/10/24;210000;262.2;262.3;262;262.21;207680
SBER;60;15/10/24;220000;262.2;262.2;261.88;262.09;220110
SBER;60;15/10/24;230000;262.08;262.21;261.97;262.18;210960
SBER;60;16/10/24;000000;262.17;262.24;261.99;262.03;375460
SBER;60;16/10/24;110000;262.06;264.72;262.03;264.2;5548460
SBER;60;16/10/24;120000;264.29;264.6;263.3;264.52;4529480
SBER;60;16/10/24;130000;264.52;264.7;260;260.77;7784010
SBER;60;16/10/24;140000;260.78;261.63;260.34;261.02;3153530
SBER;60;16/10/24;150000;261.02;261.2;258.6;259.85;5491300
SBER;60;16/10/24;160000;259.86;260.71;259.05;259.62;5094540
SBER;60;16/10/24;170000;259.61;260.33;259.09;259.79;3332910
SBER;60;16/10/24;180000;259.79;259.87;258.6;258.69;1721940
SBER;60;16/10/24;190000;258.69;259.3;258.45;258.99;1455000
SBER;60;16/10/24;200000;258.99;259.79;258.96;259.64;967880
SBER;60;16/10/24;210000;259.64;259.84;259.34;259.39;482330
SBER;60;16/10/24;220000;259.37;259.78;259.34;259.77;223100
SBER;60;16/10/24;230000;259.76;259.95;259.63;259.8;246260
SBER;60;17/10/24;000000;259.78;259.8;259.38;259.5;146800
SBER;60;17/10/24;110000;259.5;260.45;258.74;259.37;3245350
SBER;60;17/10/24;120000;259.37;260.02;258.72;259.52;2842700
SBER;60;17/10/24;130000;259.51;259.52;257.85;258.4;2919150
SBER;60;17/10/24;140000;258.42;258.9;257.71;257.96;2982070
SBER;60;17/10/24;150000;257.96;257.96;257.45;257.96;1683430
SBER;60;17/10/24;160000;257.96;258.59;257.55;257.66;2868600
SBER;60;17/10/24;170000;257.65;258.16;257.17;257.8;2636480
SBER;60;17/10/24;180000;257.8;258.27;257.41;257.56;943850
SBER;60;17/10/24;190000;257.56;257.79;257;257.25;1621400
SBER;60;17/10/24;200000;257.24;257.39;256.32;256.68;1155640
SBER;60;17/10/24;210000;256.69;256.89;256.56;256.81;320360
SBER;60;17/10/24;220000;256.79;256.83;256.03;256.46;738760
SBER;60;17/10/24;230000;256.46;256.5;256.22;256.5;291710
SBER;60;18/10/24;000000;256.5;256.89;256.4;256.57;360870
SBER;60;18/10/24;110000;256.5;257.42;255.81;256.79;3693470
SBER;60;18/10/24;120000;256.79;258.9;256.78;257.3;4641830
SBER;60;18/10/24;130000;257.29;257.95;255.57;257.23;2151180
SBER;60;18/10/24;140000;257.23;257.26;254.73;255.04;7176190
SBER;60;18/10/24;150000;255.12;255.74;255;255.31;1904900
SBER;60;18/10/24;160000;255.3;255.96;255.09;255.25;1169360
SBER;60;18/10/24;170000;255.25;255.51;254.8;254.82;1401150
SBER;60;18/10/24;180000;254.82;256.62;254.41;256.2;3535590
SBER;60;18/10/24;190000;256.2;257.2;256.15;256.6;1674690
SBER;60;18/10/24;200000;256.6;257.03;256.58;256.72;575980
SBER;60;18/10/24;210000;256.73;256.74;256.28;256.42;434860
SBER;60;18/10/24;220000;256.42;256.7;256.11;256.33;521340
SBER;60;18/10/24;230000;256.33;256.73;256.11;256.72;499510
SBER;60;19/10/24;000000;256.72;257.2;256.69;257.19;609040
SBER;60;21/10/24;110000;257.27;258.42;256.78;258.3;4358780
SBER;60;21/10/24;120000;258.31;258.46;257.09;257.58;2045610
SBER;60;21/10/24;130000;257.54;258.33;257.28;258.07;1714390
SBER;60;21/10/24;140000;258.07;258.8;257.84;258.09;2130680
SBER;60;21/10/24;150000;258.08;258.1;257.52;257.89;1134370
SBER;60;21/10/24;160000;257.89;259.7;257.89;259.4;3564480
SBER;60;21/10/24;170000;259.39;259.67;259.32;259.67;1477810
SBER;60;21/10/24;180000;259.67;259.85;258.54;259.21;2023910
SBER;60;21/10/24;190000;259.22;259.32;257.8;258.3;1620690
SBER;60;21/10/24;200000;258.12;258.6;258;258.1;493240
SBER;60;21/10/24;210000;258.1;258.26;257.81;257.88;272040
SBER;60;21/10/24;220000;257.9;258;257.55;257.9;202260
SBER;60;21/10/24;230000;257.94;257.94;257.85;257.9;120390
SBER;60;22/10/24;000000;257.9;258.34;257.89;258.21;273090
SBER;60;22/10/24;110000;258.1;258.1;256.12;256.75;4131140
SBER;60;22/10/24;120000;256.75;256.8;256.1;256.55;1593710
